locus_tag	ftype	length_bp	gene	EC_number	COG	product
ANC_03556	CDS	1650	treF	3.2.1.28		cytoplasmic trehalase
ANC_03557	CDS	1398	yhjA	1.11.1.5		putative cytochrome C peroxidase
ANC_03558	CDS	807	trpA	4.2.1.20		tryptophan synthase, alpha subunit
ANC_03559	CDS	1194	trpB	4.2.1.20		tryptophan synthase, beta subunit
ANC_03560	CDS	1359	trpC	5.3.1.24		indole-3-glycerol phosphate synthase / phosphoribosylanthranilate isomerase
ANC_03561	CDS	1596	trpD	4.1.3.27		anthranilate synthase component II
ANC_03562	CDS	1563	trpE	4.1.3.27		anthranilate synthase component I
ANC_03563	CDS	882				hypothetical protein
ANC_03564	CDS	621				hypothetical protein
ANC_03565	CDS	408	yciQ_2			putative inner membrane protein
ANC_03566	tRNA	88				tRNA-Ser(gga)
ANC_03567	CDS	219	infA			protein chain initiation factor IF-1
ANC_03568	CDS	705	aat	2.3.2.6		leucyl, phenylalanyl-tRNA-protein transferase
ANC_03569	CDS	1722	cydC			glutathione / L-cysteine efflux transporter - CydC subunit
ANC_03570	CDS	1767	cydD			glutathione / L-cysteine efflux transporter - CydD subunit
ANC_03571	CDS	966	trxB	1.8.1.9		thioredoxin reductase monomer
ANC_03572	CDS	495	lrp			Lrp transcriptional dual regulator
ANC_03573	CDS	744	entD			phosphopantetheinyl transferase
ANC_03574	CDS	2241	fepA			ferric enterobactin / colicin B / colicin D outer membrane porin FepA
ANC_03575	CDS	1203	fes			enterochelin esterase
ANC_03576	CDS	219	ybdZ			MbtH-like protein that enhances the catalytic function of EntF
ANC_03577	CDS	3882	entF	2.7.7.-	COG1020	Enterobactin synthase component F
ANC_03578	CDS	534				hypothetical protein
ANC_03579	CDS	498	ubiC	4.1.3.40		chorismate lyase
ANC_03580	CDS	873	ubiA			4-hydroxybenzoate octaprenyltransferase
ANC_03581	CDS	2424	plsB	2.3.1.15		glycerol-3-phosphate acyltransferase
ANC_03582	CDS	369	dgkA	2.7.1.107		diacylglycerol kinase
ANC_03583	CDS	609	lexA			LexA DNA-binding transcriptional repressor
ANC_03584	CDS	1326	dinF			DinF MATE Transporter
ANC_03585	CDS	210	yjbJ			putative stress response protein
ANC_03586	CDS	516	zur			Zur-Zn2+ DNA-binding transcriptional repressor
ANC_03587	CDS	1407	chiP			chitobiose outer membrane porin
ANC_03588	CDS	327	ybfN			putative lipoprotein
ANC_03589	CDS	447	fur			Fur-Fe2+ DNA-binding transcriptional dual regulator
ANC_03590	CDS	531	fldA		COG0716	Flavodoxin 1
ANC_03591	CDS	363	ybfE			LexA-regulated protein
ANC_03592	CDS	765	ybfF			esterase
ANC_03593	CDS	546	seqA			SeqA, negative modulator of initiation of replication
ANC_03594	CDS	1641	pgm	5.4.2.2		phosphoglucomutase
ANC_03595	CDS	495	ybfP			putative pectinase
ANC_03596	CDS	651				hypothetical protein
ANC_03597	CDS	999	fecC			ferric dicitrate ABC transporter - membrane subunit
ANC_03598	CDS	903	fecB			ferric dicitrate ABC transporter - periplasmic binding protein
ANC_03599	CDS	2325	fecA			ferric citrate outer membrane porin FecA
ANC_03600	CDS	954	fecR			regulator for fec operon, periplasmic
ANC_03601	CDS	522	fecI			RNA polymerase, sigma 19 factor
ANC_03602	CDS	210	insB-1			IS1 protein InsB
ANC_03603	CDS	258				hypothetical protein
ANC_03604	CDS	1113	ydiK			putative inner membrane protein
ANC_03605	CDS	3057	ydiJ			putative FAD-linked oxidoreductase
ANC_03606	CDS	411	ydiI			esterase
ANC_03607	CDS	189	ydiH			putative protein
ANC_03608	CDS	369	sufA			Fe-S cluster assembly, scaffold protein
ANC_03609	CDS	1488	sufB			SufB component of SufBCD Fe-S cluster scaffold complex
ANC_03610	CDS	420	rlmC			23S rRNA m5U747 methyltransferase
ANC_03611	CDS	732	artJ			arginine ABC transporter - periplasmic binding protein
ANC_03612	CDS	669	artM			arginine ABC transporter - membrane subunit
ANC_03613	CDS	717	artQ			arginine ABC transporter - membrane subunit
ANC_03614	CDS	732	artI			arginine ABC transporter - uncharacterised subunit
ANC_03615	CDS	729	artP			arginine ABC transporter - ATP binding subunit
ANC_03616	CDS	516	ybjP			putative lipoprotein
ANC_03617	CDS	324				hypothetical protein
ANC_03618	CDS	831	amiD	3.5.1.28		anhydro-N-acetylmuramoyl-L-alanine amidase
ANC_03619	CDS	1014	ybjS_1			putative NAD(P)H-binding oxidoreductase with NAD(P)-binding Rossmann-fold domain protein
ANC_03620	CDS	687				hypothetical protein
ANC_03621	CDS	837	murE	6.3.2.13		UDP-N-acetylmuramoylalanyl-D-glutamate 2,6-diaminopimelate ligase
ANC_03622	CDS	1359	murF	6.3.2.10		D-alanyl-D-alanine-adding enzyme
ANC_03623	CDS	1083	mraY	2.7.8.13		phospho-N-acetylmuramoyl-pentapeptide transferase
ANC_03624	CDS	1317	murD	6.3.2.9		UDP-N-acetylmuramoyl-L-alanine:D-glutamate ligase
ANC_03625	CDS	1245	ftsW			essential cell division protein FtsW; lipid II flippase
ANC_03626	CDS	1068	murG	2.4.1.227		N-acetylglucosaminyl transferase
ANC_03627	CDS	2028				hypothetical protein
ANC_03628	CDS	741	kdsB_2	2.7.7.38		3-deoxy-D-manno-octulosonate cytidylyltransferase
ANC_03629	CDS	1677	kpsD		COG1596	Polysialic acid transport protein KpsD
ANC_03630	CDS	1149				hypothetical protein
ANC_03631	CDS	984	kdsD_2	5.3.1.13		D-arabinose 5-phosphate isomerase
ANC_03632	CDS	762	ydeO			YdeO DNA-binding transcriptional dual regulator
ANC_03633	CDS	198	safA			two-component system connector protein
ANC_03634	CDS	2280	ydeP			acid resistance protein
ANC_03635	CDS	915	ydeQ			putative fimbrial-like adhesin protein
ANC_03636	CDS	504	ydeR			putative fimbrial-like adhesin protein
ANC_03637	CDS	531	ydeS			putative fimbrial-like adhesin protein
ANC_03638	CDS	1149	ydeT			putative protein
ANC_03639	CDS	801	fimD_3			outer membrane protein; export and assembly of type 1 fimbriae
ANC_03640	CDS	519				hypothetical protein
ANC_03641	CDS	2046	dcp			dipeptidyl carboxypeptidase II
ANC_03642	CDS	747	ydfG	1.1.1.298		3-hydroxy acid dehydrogenase monomer
ANC_03643	CDS	687	ydfH			putative DNA-binding transcriptional regulator
ANC_03644	CDS	204				hypothetical protein
ANC_03645	CDS	1461	ydfI			putative mannonate dehydrogenase
ANC_03646	CDS	1284	ydfJ			putative transporter
ANC_03647	CDS	318	yegR			putative protein
ANC_03648	CDS	1014	xerC_3			Tyrosine recombinase XerC
ANC_03649	CDS	300				hypothetical protein
ANC_03650	CDS	276				hypothetical protein
ANC_03651	CDS	171				hypothetical protein
ANC_03652	CDS	501				hypothetical protein
ANC_03653	CDS	225				hypothetical protein
ANC_03654	CDS	300				hypothetical protein
ANC_03655	CDS	225				hypothetical protein
ANC_03656	CDS	276				hypothetical protein
ANC_03657	CDS	2283				hypothetical protein
ANC_03658	CDS	1224				hypothetical protein
ANC_03659	CDS	114	yfdF			putative protein
ANC_03660	CDS	1341	fadL			long-chain fatty acid outer membrane porin; bacteriophage T2 binding protein
ANC_03661	CDS	285				hypothetical protein
ANC_03662	CDS	1311	fadI	2.3.1.16		FadI monomer
ANC_03663	CDS	2145	fadJ	5.1.2.3		FadJ monomer
ANC_03664	CDS	486	sixA			phosphohistidine phosphatase
ANC_03665	CDS	2685	kdpD	2.7.13.3	COG2205	Sensor protein KdpD
ANC_03666	CDS	573	kdpC	3.6.3.12		K+ transporting ATPase - KdpC subunit
ANC_03667	CDS	2049	kdpB	3.6.3.12		K+ transporting ATPase - ATP binding subunit
ANC_03668	CDS	1674	kdpA	3.6.3.12		K+ transporting ATPase - K+ channel forming subunit
ANC_03669	CDS	729	gadW_1			GadW DNA-binding transcriptional dual regulator
ANC_03670	CDS	3114	mdtF			MdtEF-TolC multidrug efflux transport system - permease subunit
ANC_03671	CDS	1158	mdtE			MdtEF-TolC multidrug efflux transport system - membrane fusion protein
ANC_03672	CDS	279				hypothetical protein
ANC_03673	CDS	528	gadE			GadE DNA-binding transcriptional activator
ANC_03674	CDS	573	hdeD			acid-resistance membrane protein
ANC_03675	CDS	378				hypothetical protein
ANC_03676	CDS	567				hypothetical protein
ANC_03677	CDS	402	nikR			NikR DNA-binding transcriptional repressor, Ni-binding
ANC_03678	CDS	807	nikE	3.6.3.24		nickel ABC transporter - ATP binding subunit
ANC_03679	CDS	765	nikD	3.6.3.24		nickel ABC transporter - ATP binding subunit
ANC_03680	CDS	834	nikC			nickel ABC transporter - membrane subunit
ANC_03681	CDS	945	nikB			nickel ABC transporter - membrane subunit
ANC_03682	CDS	444	nikA			nickel ABC transporter - periplasmic binding protein
ANC_03683	CDS	369	ycgJ			putative protein
ANC_03684	CDS	696	minC			cell division inhibitor of the MinC-MinD-MinE and DicB-MinC systems that regulate septum placement
ANC_03685	CDS	813	minD			membrane ATPase of the MinC-MinD-MinE system that regulates septum placement
ANC_03686	CDS	267	minE			cell division topological specificity factor and inhibitory component of the MinC-MinD-MinE system that regulates septum placement
ANC_03687	CDS	285	ymgG			putative protein
ANC_03688	CDS	330	ymgD			putative protein
ANC_03689	CDS	1017				hypothetical protein
ANC_03690	CDS	1521				hypothetical protein
ANC_03691	CDS	219				hypothetical protein
ANC_03692	CDS	141				hypothetical protein
ANC_03693	CDS	1686	yddA			YddA complex
ANC_03694	CDS	1158	ydeM			putative anaerobic sulfatase maturation enzyme; predicted DNA-binding transcriptional regulator
ANC_03695	CDS	1683	ydeN			putative sulfatase
ANC_03696	CDS	210	cspC			stress protein, member of the CspA family; predicted DNA-binding transcriptional regulator
ANC_03697	CDS	810	rlmA	2.1.1.187		23S rRNA m1G745 methyltransferase
ANC_03698	CDS	567	mntP			manganese export protein
ANC_03699	CDS	459				hypothetical protein
ANC_03700	CDS	852	manZ			mannose PTS permease - ManZ subunit
ANC_03701	CDS	801	manY			mannose PTS permease - ManY subunit
ANC_03702	CDS	972	manX			mannose PTS permease
ANC_03703	CDS	1533				hypothetical protein
ANC_03704	CDS	720	fadR			FadR DNA-binding transcriptional dual regulator
ANC_03705	CDS	1542	nhaB			sodium:H+ antiporter
ANC_03706	CDS	531	dsbB		COG1495	Disulfide bond formation protein B
ANC_03707	CDS	1269	umuC			SOS mutagenesis and repair
ANC_03708	CDS	420	umuD			SOS mutagenesis; error-prone repair; processed to UmuD'; forms complex with UmuC
ANC_03709	CDS	699	yghS			putative protein with nucleoside triphosphate hydrolase domain protein
ANC_03710	CDS	759	yghR			putative protein with nucleoside triphosphate hydrolase domain protein
ANC_03711	CDS	1350				hypothetical protein
ANC_03712	CDS	825				hypothetical protein
ANC_03713	CDS	561				hypothetical protein
ANC_03714	CDS	1071				hypothetical protein
ANC_03715	CDS	1080	lptG_2			LptABCFG ABC transporter
ANC_03716	CDS	618	kbl_2	2.3.1.29		2-amino-3-ketobutyrate CoA ligase
ANC_03717	CDS	216				hypothetical protein
ANC_03718	CDS	1113				hypothetical protein
ANC_03719	CDS	2859				hypothetical protein
ANC_03720	CDS	531				hypothetical protein
ANC_03721	CDS	909				hypothetical protein
ANC_03722	CDS	348				hypothetical protein
ANC_03723	CDS	636				hypothetical protein
ANC_03724	CDS	666	hsdS			specificity determinant for hsdM and hsdR
ANC_03725	CDS	342	symE			toxin-like protein of the SOS response
ANC_03726	CDS	1398	mcrB			MrcB subunit of 5-methylcytosine restriction system
ANC_03727	CDS	1047	mcrC			MrcC subunit of 5-methylcytosine restriction system
ANC_03728	CDS	3255				hypothetical protein
ANC_03729	CDS	570				hypothetical protein
ANC_03730	CDS	1230	yqeG			YqeG STP transporter
ANC_03731	CDS	1182	yqeF	2.3.1.9		putative acyltransferase
ANC_03732	CDS	837	kduI	5.3.1.17		putative 5-keto 4-deoxyuronate isomerase monomer
ANC_03733	CDS	762	kduD_2	1.1.1.127		2-deoxy-D-gluconate 3-dehydrogenase
ANC_03734	CDS	1185	setC			inner membrane protein SetC - putative arabinose efflux protein
ANC_03735	CDS	924	yicL			inhibitor of heme biosynthesis
ANC_03736	CDS	819	nlpA			lipoprotein-28
ANC_03737	CDS	294	yicS			putative protein
ANC_03738	CDS	1239	nepI			purine ribonucleoside efflux transporter
ANC_03739	CDS	453				hypothetical protein
ANC_03740	CDS	1335	yicO			putative membrane protein with possible relationship to novobiocin and deoxycholate resistance
ANC_03741	CDS	1383	cusA			copper / silver efflux transport system - membrane subunit
ANC_03742	CDS	1377	pheP			phenylalanine:H+ symporter PheP
ANC_03743	CDS	1248	ybdG			mechanosensitive channel of miniconductance YbdG monomer
ANC_03744	CDS	654	nfsB	1.5.1.34		dihydropteridine reductase monomer
ANC_03745	CDS	369				hypothetical protein
ANC_03746	CDS	249	ybdJ			putative inner membrane protein
ANC_03747	CDS	1119	ybdK			carboxylate-amine ligase
ANC_03748	CDS	1038	iap			alkaline phosphatase isozyme conversion protein
ANC_03749	CDS	909	cysD	2.7.7.4		sulfate adenylyltransferase
ANC_03750	CDS	1428	cysN	2.7.7.4		sulfate adenylyltransferase
ANC_03751	CDS	606	cysC	2.7.1.25		adenylylsulfate kinase
ANC_03752	CDS	324				hypothetical protein
ANC_03753	CDS	312	ftsB			essential cell division protein FtsB
ANC_03754	CDS	711	ispD_1	2.7.7.60		4-diphosphocytidyl-2C-methyl-D-erythritol synthetase monomer
ANC_03755	CDS	480	ispF	4.6.1.12		2-C-methyl-D-erythritol 2,4-cyclodiphosphate synthase monomer
ANC_03756	CDS	660	hchA			glyoxalase III, Hsp31 molecular chaperone
ANC_03757	CDS	1359	yedV	2.7.13.3		putative sensory kinase in two-component regulatory system with YedW
ANC_03758	CDS	783	yedW_7			putative DNA-binding response regulator in two-component system with YedV
ANC_03759	CDS	414				hypothetical protein
ANC_03760	CDS	1005	yedY			reductase
ANC_03761	CDS	636				hypothetical protein
ANC_03762	CDS	672	zinT			cadmium-induced cadmium binding protein
ANC_03763	CDS	531	yodB			putative cytochrome
ANC_03764	CDS	744	yoaE			putative inner membrane protein
ANC_03765	CDS	1599	yoaD	3.1.4.52		putative phosphodiesterase
ANC_03766	CDS	1365	sdaA	4.3.1.17		L-serine deaminase I
ANC_03767	CDS	579	nudL			putative NUDIX hydrolase with low 3-phosphohydroxypyruvate phosphatase activity
ANC_03768	CDS	1362	pabB	2.6.1.85		para-aminobenzoate synthase multi-enzyme complex
ANC_03769	CDS	180				hypothetical protein
ANC_03770	CDS	300	yoaC			putative protein
ANC_03771	CDS	1683	glcA			glycolate / lactate:H+ symporter
ANC_03772	CDS	2172	glcB	2.3.3.9		malate synthase G
ANC_03773	CDS	405				hypothetical protein
ANC_03774	CDS	1224	glcF			glycolate oxidase, predicted iron-sulfur subunit
ANC_03775	CDS	417	glcE			glycolate oxidase, predicted FAD-binding subunit
ANC_03776	CDS	153	hokC			HokC, Gef toxin; interferes with membrane function when in excess
ANC_03777	CDS	1167	nhaA			sodium:H+ antiporter NhaA
ANC_03778	CDS	900	nhaR			NhaR transcriptional activator
ANC_03779	CDS	960				hypothetical protein
ANC_03780	CDS	1146	yehB			putative outer membrane usher protein
ANC_03781	CDS	657				hypothetical protein
ANC_03782	CDS	435	ydjO			putative protein
ANC_03783	CDS	1392	ydjN			putative transporter
ANC_03784	CDS	591	ydjM			putative inner membrane protein regulated by LexA
ANC_03785	CDS	669	yniC	3.1.3.68		2-deoxyglucose-6-phosphatase
ANC_03786	CDS	537	yniB			putative inner membrane protein
ANC_03787	CDS	861	yniA			putative phosphotransferase/kinase
ANC_03788	CDS	291	ydiZ			putative protein
ANC_03789	CDS	930	pfkB	2.7.1.11		6-phosphofructokinase-2 monomer
ANC_03790	CDS	399				hypothetical protein
ANC_03791	CDS	1182	tsgA			YhfC MFS transporter
ANC_03792	CDS	2544	nirB	1.7.1.4		nitrite reductase, large subunit
ANC_03793	CDS	327	nirD	1.7.1.4		nitrite reductase, small subunit
ANC_03794	CDS	504				hypothetical protein
ANC_03795	CDS	579	vioB	2.3.1.209	COG0110	dTDP-4-amino-4,6-dideoxy-D-glucose acyltransferase
ANC_03796	CDS	270				hypothetical protein
ANC_03797	CDS	705	fabR			FabR DNA-binding transcriptional repressor
ANC_03798	CDS	360				hypothetical protein
ANC_03799	CDS	1101	trmA	2.1.1.35		tRNA m5U54 methyltransferase
ANC_03800	CDS	1845	btuB			vitamin B12 / E colicin / bacteriophage BF23 outer membrane porin BtuB
ANC_03801	CDS	858	murI	5.1.1.3		glutamate racemase
ANC_03802	CDS	771	yafV			putative C-N hydrolase family amidase, NAD(P)-binding
ANC_03803	CDS	447	ivy			inhibitor of vertebrate C-type lysozyme
ANC_03804	CDS	2445	fadE			acyl-CoA dehydrogenase
ANC_03805	CDS	579	lpcA			D-sedoheptulose 7-phosphate isomerase
ANC_03806	CDS	768	yafJ			putative amidotransferase
ANC_03807	CDS	624				hypothetical protein
ANC_03808	CDS	891	murR_2			MurR-MurNAc-6-P
ANC_03809	CDS	936	alsB			D-allose ABC transporter - periplasmic binding protein
ANC_03810	CDS	1533	alsA	3.6.3.17		D-allose ABC transporter - ATP binding subunit
ANC_03811	CDS	981	alsC			D-allose ABC transporter - membrane subunit
ANC_03812	CDS	696	alsE			allulose-6-phosphate 3-epimerase
ANC_03813	CDS	930	alsK	2.7.1.55		D-allose kinase
ANC_03814	CDS	1002	ltaE			low-specificity L-threonine aldolase
ANC_03815	CDS	1719	poxB	1.2.5.1		pyruvate oxidase monomer
ANC_03816	CDS	969	hcr			NADH oxidoreductase
ANC_03817	CDS	1653	hcp			hybrid-cluster protein
ANC_03818	CDS	564	ycbV			putative fimbrial-like adhesin protein
ANC_03819	CDS	543	ycbU			putative fimbrial-like adhesin protein
ANC_03820	CDS	1071	elfG			putative fimbrial-like adhesin protein
ANC_03821	CDS	2601	elfC			putative outer membrane usher protein
ANC_03822	CDS	702	elfD			putative periplasmic pilin chaperone
ANC_03823	CDS	540	elfA			fimbrial-like adhesin protein
ANC_03824	CDS	1515	caiT			L-carnitine : gamma-butyrobetaine antiporter
ANC_03825	CDS	1143	caiA			crotonobetainyl-CoA reductase
ANC_03826	CDS	420	caiB_1			CaiB monomer
ANC_03827	CDS	738	caiB_2			CaiB monomer
ANC_03828	CDS	1554	caiC			carnitine-CoA ligase
ANC_03829	CDS	753	folD	3.5.4.9		bifunctional 5,10-methylene-tetrahydrofolate dehydrogenase/ 5,10-methylene-tetrahydrofolate cyclohydrolase
ANC_03830	CDS	213	ybcJ			putative RNA-binding protein
ANC_03831	CDS	522				hypothetical protein
ANC_03832	CDS	1386	cysS	6.1.1.16		cysteinyl-tRNA synthetase
ANC_03833	CDS	495	ppiB	5.2.1.8		peptidyl-prolyl cis-trans isomerase B (rotamase B)
ANC_03834	CDS	723	lpxH			UDP-2,3-diacylglucosamine hydrolase
ANC_03835	CDS	510	purE	5.4.99.18		N5-carboxyaminoimidazole ribonucleotide mutase
ANC_03836	CDS	1068	purK	6.3.4.18		N5-carboxyaminoimidazole ribonucleotide synthetase monomer
ANC_03837	CDS	621				hypothetical protein
ANC_03838	CDS	732	frlR			putative DNA-binding transcriptional regulator
ANC_03839	CDS	786	frlD			fructoselysine 6-kinase
ANC_03840	CDS	831	frlC			fructoselysine 3-epimerase
ANC_03841	CDS	1023	frlB			fructoselysine 6-phosphate deglycase monomer
ANC_03842	CDS	1338	frlA			fructoselysine / psicoselysine transporter
ANC_03843	CDS	366				hypothetical protein
ANC_03844	CDS	387	gltL_1			glutamate / aspartate ABC transporter - ATP binding subunit
ANC_03845	CDS	675	gltK			glutamate / aspartate ABC transporter - membrane subunit
ANC_03846	CDS	741	gltJ			glutamate / aspartate ABC transporter - membrane subunit
ANC_03847	CDS	909	gltI			glutamate / aspartate ABC transporter - periplasmic binding protein
ANC_03848	CDS	1878	glpG_2	3.4.21.105		Rhomboid protease GlpG
ANC_03849	CDS	354	lnt			apolipoprotein N-acyltransferase
ANC_03850	CDS	1671	menD	2.2.1.9		2-succinyl-5-enolpyruvyl-6-hydroxy-3-cyclohexene-1-carboxylate synthase
ANC_03851	CDS	1296	menF	5.4.4.2		isochorismate synthase 2
ANC_03852	CDS	306				hypothetical protein
ANC_03853	CDS	462	elaA			putative acyltransferase with acyl-CoA N-acyltransferase domain protein
ANC_03854	CDS	918	rbn			RNase BN
ANC_03855	CDS	1335	malS_2	3.2.1.1		alpha-amylase
ANC_03856	CDS	825				hypothetical protein
ANC_03857	CDS	1179	xylR			XylR transcriptional activator
ANC_03858	CDS	1182	xylH			xylose ABC transporter - membrane subunit
ANC_03859	CDS	327	xylG_1			xylose ABC transporter - ATP binding subunit
ANC_03860	CDS	534	xylG_2			xylose ABC transporter - ATP binding subunit
ANC_03861	CDS	975	yiaU			putative DNA-binding transcriptional regulator, LysR-type
ANC_03862	CDS	1137	yiaV			putative membrane fusion protein (MFP) component of efflux pump, signal anchor
ANC_03863	CDS	324				hypothetical protein
ANC_03864	CDS	213				hypothetical protein
ANC_03865	CDS	1539	aldB			acetaldehyde dehydrogenase
ANC_03866	CDS	1152	yiaY	1.1.1.1		putative Fe-containing alcohol dehydrogenase
ANC_03867	CDS	726	wzxE			lipid III flippase
ANC_03868	CDS	1080	rffT			4-acetamido-4,6-dideoxy-D-galactose transferase
ANC_03869	CDS	1353	wzyE			putative Wzy protein involved in ECA polysaccharide chain elongation
ANC_03870	CDS	741	rffM			UDP-N-acetyl-D-mannosaminuronic acid transferase
ANC_03871	CDS	1386	yifK			YifK APC transporter
ANC_03872	tRNA	77				tRNA-Arg(ccg)
ANC_03873	tRNA	76				tRNA-His(gtg)
ANC_03874	CDS	741	pykF_1	2.7.1.40		pyruvate kinase I monomer
ANC_03875	CDS	237	lpp			murein lipoprotein
